,SHORTCODE,COMMENT_ID,COMMENT_USER,COMMENT_TIME,COMMENT_TEXT,COMMENT_TAGS,COMMENT_MENTIONS
104,_KtXfFGbZv,17843604718095362,thegrandnightclub,2015-12-11 22:07:25,Hi @kittykatxoxo 😘 we miss you!,,kittykatxoxo 
105,_KtXfFGbZv,17843604721095362,frankation_,2015-12-11 22:07:54,@thegrandnightclub I need to borrow this...😂😂😂,,thegrandnightclub 
106,_KtXfFGbZv,17843604730095362,thegrandnightclub,2015-12-11 22:08:56,@frankation_ 😂😂😂 I had to steal it myself too. Made my morning,,frankation_ 
107,_KtXfFGbZv,17843604958095362,lilysirenguyen,2015-12-11 22:21:35,Hahahaha,,
108,_KtXfFGbZv,17843604961095362,lilysirenguyen,2015-12-11 22:21:42,👍,,
109,_KtXfFGbZv,17843605993095362,kntran16,2015-12-12 00:24:18,@therealgenevan @stinkysteveo @realdanle @katiel228 @jimdnguyen,,therealgenevan stinkysteveo realdanle katiel228 jimdnguyen 
110,_KtXfFGbZv,17843606188095362,katierandick,2015-12-12 00:45:58,Miss you guys more !! Coming to say hi soon 😘😘,,
111,_p91-0GbV7,17844471331074516,sierraaaeva,2015-12-24 02:26:06,😍😍😍,,
112,_p91-0GbV7,17844913762074516,mermaidcorall,2016-01-30 10:41:48,@tomjdeters,,tomjdeters 
113,BAK3a04mbfO,17844064300100836,kaycee.lou,2016-01-21 15:11:13,You post so much awesome stuff!! Love it!,,
114,BALhgIbGbdR,17844679624072501,ximelove5,2016-01-06 02:03:11,@_susie_b_,,_susie_b_ 
115,BAV7qH_GbUp,17852375245016888,stevesmooth,2016-01-10 03:06:05,🙌🏼🙌🏼🙌🏼🙌🏼,,
116,BAV7qH_GbUp,17852375488016888,katierandick,2016-01-10 03:45:03,😏,,
117,BAdD8LymbT8,17854610446033299,vchiou,2016-01-17 19:25:42,@_vernali @flickofdarish lmao!!!,,_vernali flickofdarish 
118,BAk6AEkGbQj,17853102130005042,subiesteve_,2016-01-20 07:59:09,@nicole_hk89 🤔,,nicole_hk89 
119,BAk6AEkGbQj,17853102166005042,nicole_hk89,2016-01-20 08:05:01,🤔 @subiesteve_  we'll see,,subiesteve_ we'll 
120,BAk6AEkGbQj,17853398857005042,_gellsss,2016-02-08 02:49:46,@briiixb,,briiixb 
121,BBQ_OZCGbUX,17853254659053969,miss_dee_42,2016-02-02 01:29:12,@iitsnikkii,,iitsnikkii 
122,BBQ_OZCGbUX,17853261820053969,_lysamarie_,2016-02-02 16:31:28,@ladyyyluck @allysa_aquino,,ladyyyluck allysa_aquino 
123,BBQ_OZCGbUX,17853268354053969,slvsprz,2016-02-03 00:12:51,Diddy took Cole's place @pearl_a13,,pearl_a13 
124,BBQ_OZCGbUX,17853296692053969,biggjigg_81,2016-02-04 20:37:27,@radrnatn @verojohn02 #weezy,weezy ,radrnatn verojohn02 
125,BBQ_OZCGbUX,17853302644053969,xtinachong,2016-02-05 05:02:22,@liljennlee,,liljennlee 
126,BBQ_OZCGbUX,17853302647053969,xtinachong,2016-02-05 05:02:43,@krisjeanlee @roxroxx,,krisjeanlee roxroxx 
127,BBQ_OZCGbUX,17853302758053969,nuddynoodle,2016-02-05 05:14:14,@roxroxx you ready for dissss????,,roxroxx 
128,BBQ_OZCGbUX,17853302791053969,roxroxx,2016-02-05 05:18:08,@xtinachong @krisjeanlee FUUUUUUUUY,,xtinachong krisjeanlee 
129,BBQ_OZCGbUX,17853323383053969,mybetterbasics,2016-02-06 12:48:34,Fascinating one,,
130,BBTfzydGbZY,17844191194108810,jaygee.mayhem,2016-02-03 01:04:42,Cool,,
131,BBTfzydGbZY,17844210511108810,thechainsmokers,2016-02-04 15:44:59,Nice one!,,
132,BBTfzydGbZY,17844216238108810,thatsjeremy,2016-02-05 01:11:30,You already know I'm on. Put me on @thegrandnightclub,,thegrandnightclub 
133,BBTfzydGbZY,17844551491108810,thepubliczoo,2016-02-22 11:11:00,:),,
134,BBWOQoFGbcw,17844204679124455,msdestinee_,2016-02-04 05:33:32,Lol yaaasss,,
135,BBWOQoFGbcw,17844214858124455,noellechristinefit,2016-02-05 00:01:52,@car__lopez @anitaprum 😂 #WeTheBest,WeTheBest ,car__lopez anitaprum 
136,BBWOQoFGbcw,17844773608124455,untzsf,2016-02-29 05:18:59,🎶💕🎵👯,,
137,BBdl4pCGbev,17844253159116542,_tinamarie_,2016-02-07 02:08:45,Aww I love them!,,
138,BBwFHSfmbVe,17844432727108974,sierraaaeva,2016-02-14 03:56:20,❤,,
139,BBwFHSfmbVe,17844446308108974,tomjdeters,2016-02-14 19:27:26,👊🏼,,
140,BBwFHSfmbVe,17844643114108974,stormdating,2016-02-23 07:13:07,😍,,
141,BCmgffxmbfZ,17844963397086534,mattsamoto,2016-03-06 07:10:39,Yes please....,,
142,BCmgffxmbfZ,17844964363086534,dulong82,2016-03-06 07:47:44,I love this video from the depths of my soul🙌🏽🙌🏽🙌🏽,,
143,BCmgffxmbfZ,17844964372086534,thegrandnightclub,2016-03-06 07:48:04,@dulong82 so do I lol,,dulong82 
144,BCmgffxmbfZ,17844996805086534,champagne_gun,2016-03-07 01:09:09,You should check out our exclusive champagne weapon for the champagne showers !! The one and only champagne gun !!! 🍾🍾,,
145,BCmgffxmbfZ,17845386601086534,untzsf,2016-03-12 23:30:23,😍,,
146,BC1fWp3GbcZ,17845334557096691,yokoteese,2016-03-12 04:55:01,Thank you @thegrandnightclub 🙏🏻,,thegrandnightclub 
147,BC1fWp3GbcZ,17845604530096691,roseeraniaa,2016-03-15 08:49:25,OMG @_stevvvo_ this. This place. YES.,,_stevvvo_ 
148,BC1fWp3GbcZ,17845604815096691,_stevvvo_,2016-03-15 08:55:18,@r__rosee agreed!!,,r__rosee 
149,BC81OT8mbWl,17845596433089768,sandhyatolani,2016-03-15 20:37:43,@bhaveshdtolani you should go!!,,bhaveshdtolani 
150,BC81OT8mbWl,17846263321089768,inov8ent,2016-03-30 16:46:29,👍,,
151,BDIEIzUGbat,17855576962047752,saavvyyb,2016-03-19 07:49:06,@meganrachel lets go here in SF!,,meganrachel 
152,BDIEIzUGbat,17855599168047752,kazeffect,2016-03-20 07:00:23,Thanks for liking my pic! The Grand was an awesome venue for the Pocket Gamer party at GDC this year!,,
153,BDIEIzUGbat,17855599219047752,thegrandnightclub,2016-03-20 07:02:35,@kazeffect it was our pleasure having you guys here. Great crowd!,,kazeffect 
154,BDIEIzUGbat,17855928295047752,muneca408,2016-03-25 23:26:31,@mvl408 this is it,,mvl408 
155,BD4F7ZOGbTX,17847251506076708,wheresreill,2016-04-06 23:53:15,Lend me your ear for a few Mins and check out the link in my bio #Letsnetwork,Letsnetwork ,
156,BD4GYoWGbUG,17858760097046434,katierandick,2016-04-06 23:09:51,Whiskey all day,,
157,BD4GYoWGbUG,17858761087046434,thegrandnightclub,2016-04-06 23:58:23,@kittykatxoxo  shooting whiskey like a champ 😍,,kittykatxoxo shooting 
158,BD4GYoWGbUG,17858812294046434,bangvip_com,2016-04-09 03:00:21,Pretty sweet!,,
159,BD4GYoWGbUG,17858878123046434,untzsf,2016-04-11 12:47:40,💛💗💚,,
160,BD6qrF-mba-,17846462602128719,akela.sound,2016-04-09 11:43:20,Thats whats up,,
161,BD6qrF-mba-,17846468713128719,apekofficial,2016-04-09 16:30:13,👍 👍 👍,,
162,BD6qrF-mba-,17846479111128719,maralynns,2016-04-10 00:53:54,@vickikaradjova hey beautiful !!,,vickikaradjova 
163,BD6qrF-mba-,17846479528128719,vickikaradjova,2016-04-10 01:10:32,@maralynns OMG hahahaha! I look so weird,,maralynns 
164,BD6qrF-mba-,17846479675128719,vickikaradjova,2016-04-10 01:20:55,@jenhburton @vas_niko @antongroup lol my face!!!! Wtf,,jenhburton vas_niko antongroup 
165,BD6qrF-mba-,17846479846128719,anton.premiergroup,2016-04-10 01:30:16,@dang how did we get stuck with such hotties?!?!? 😍😜😁😁 @erikanyc_ @vickikaradjova @jenhburton @regina_missukraine @nazinyaarea,,dang erikanyc_ vickikaradjova jenhburton regina_missukraine nazinyaarea 
166,BEJ2_XJmbU0,17856662533041985,purps.upolis,2016-04-15 22:43:35,@ghostof007 hasti?,,ghostof007 
167,BEMro9fGbdn,17855272297043412,hellodivide,2016-04-14 23:03:09,🔥,,
168,BEMro9fGbdn,17855272924043412,sally_kl,2016-04-14 23:52:23,awesome page! 😊👍,,
169,BEMro9fGbdn,17855281249043412,unnito_,2016-04-15 10:10:25,really like this!,,
170,BESDd5MGbfQ,17855613166023632,thebiggdm,2016-04-17 01:45:47,💯x💯,,
171,BESDd5MGbfQ,17855734270023632,roodyxorock,2016-04-20 15:48:36,Very cool!,,
172,BESDd5MGbfQ,17855978521023632,andreakathleeen,2016-04-29 07:32:30,@stud_muffin91,,stud_muffin91 
173,BEbxJV-Gbdi,17847616579076978,kyleundaunted,2016-04-20 20:01:16,Great!,,
174,BEbxJV-Gbdi,17847710464076978,muneca408,2016-04-23 21:05:28,@mvl408,,mvl408 
175,BEbxJV-Gbdi,17847786502076978,margaretaetel,2016-04-26 21:14:21,Super cool,,
176,BEeg15XGbTm,17856548464053156,danikingmusic,2016-05-09 05:40:40,Very cool!,,
177,BEhO32tGbTf,17846883310126666,_beforethewin,2016-04-22 23:07:50,🙏🏾🙏🏾🙏🏾🙏🏾,,
178,BEjd5wVGbXO,17855964466007934,xojamielynne,2016-04-23 19:22:53,Come see me 🙋🏼🎉🍾,,
179,BEkFzIFmbTz,17847866128091361,showerbeerskoozie,2016-05-30 02:15:50,Cool!,,
180,BErTC4xGbWm,17847701164097221,torikaybender,2016-05-20 11:29:07,👍,,
181,BErTC4xGbWm,17847856924097221,wearecoterie,2016-05-26 03:40:27,👌,,
182,BErTC4xGbWm,17847903943097221,conorcutz,2016-05-27 21:38:03,👌,,
183,BEt9F0ymbe7,17847014233120756,meganlynettte,2016-04-27 21:16:01,@nurse_vice I thought that was you!,,nurse_vice 
184,BEt9F0ymbe7,17847014257120756,nurse_vice,2016-04-27 21:16:38,@meganlynettte I wish I was that skinny 😩,,meganlynettte 
185,BE1mgdgGbe1,17847363664100187,uproarapp,2016-05-01 01:59:14,My Goodness!,,
186,BFCVDLBGbQf,17847208864120751,mjstudios,2016-05-07 01:57:35,Like! 👍🏻,,
187,BFGVDYKGbdB,17856494302052817,christinekernmusic,2016-05-07 08:50:51,Very Cool! 😎😎 @christinekernmusic,,christinekernmusic 
188,BFGVDYKGbdB,17856839740052817,adrift.i,2016-05-18 08:39:44,Like it!,,
189,BFHyPg0GbZz,17847289699100125,djpaulyd,2016-05-07 21:50:18,🙌🏽🙌🏽🙌🏽,,
190,BFHyPg0GbZz,17847289861100125,xo.xosabrina,2016-05-07 22:01:34,@alotmocurls,,alotmocurls 
191,BFHyPg0GbZz,17847290887100125,hellasfchris,2016-05-07 22:59:29,@vidaesbella,,vidaesbella 
192,BFHyPg0GbZz,17847291466100125,champayne_ma,2016-05-07 23:33:00,@dio_morales,,dio_morales 
193,BFHyPg0GbZz,17847293998100125,champayne_ma,2016-05-08 02:09:14,@claudia____c,,claudia____c 
194,BFHyPg0GbZz,17847303700100125,jessy.marieee,2016-05-08 12:22:37,This makes me happy for some reason @_zoesarah_,,_zoesarah_ 
195,BFHyPg0GbZz,17847304060100125,zoe___brooks,2016-05-08 12:43:01,He made it @jessy.mariee,,jessy.mariee 
196,BFIm-V3GbeM,17847304930114856,colemanyee,2016-05-08 05:31:11,ace ace Dom Dom‼️,,
197,BFIx4s7GbSP,17856382120021711,jessy.marieee,2016-05-08 12:23:07,It paulyyyyyy @djpaulyd @_zoesarah_  @zakariah_johnson,,djpaulyd _zoesarah_ @zakariah_johnson 
198,BFIx4s7GbSP,17856387490021711,owenjnitka,2016-05-08 15:51:13,@kusk0007 @laurenmfhartung @jeffrey.hartung7,,kusk0007 laurenmfhartung jeffrey.hartung7 
199,BFMm26KGbbS,17856712249035831,xo.xosabrina,2016-05-09 19:02:35,@alotmocurls,,alotmocurls 
200,BFMm26KGbbS,17856784333035831,heyitzgrillz,2016-05-10 23:01:16,@ayelukeee,,ayelukeee 
201,BFMm26KGbbS,17857122193035831,thegrandgirls,2016-05-22 21:16:39,😻,,
202,BFW89pLGbcq,17847478531100405,linkaandmondello,2016-05-13 19:44:11,Aww nice,,
203,BFW89pLGbcq,17847491305100405,solano74,2016-05-14 07:18:48,@as2684 cool!,,as2684 
204,BFW89pLGbcq,17847499507100405,aurelia007_,2016-05-14 14:51:29,@solano74 Yasssss!,,solano74 
205,BFW89pLGbcq,17847527323100405,kchozenmusic,2016-05-15 14:46:31,awesome!,,
206,BFW89pLGbcq,17847624073100405,ianholbert,2016-05-19 07:28:19,nice,,
207,BFW89pLGbcq,17847639928100405,erikakmusic,2016-05-19 21:03:55,💜❤💙,,
208,BFW89pLGbcq,17848023520100405,official_djlo,2016-06-02 13:29:16,🔥💯,,
209,BFXchdymbUV,17857291873044051,boyettebeatz,2016-05-14 00:43:56,Very nice! 😃,,
210,BFXchdymbUV,17857298623044051,erikathebosslady5,2016-05-14 07:21:13,@aguedaelena,,aguedaelena 
211,BFXchdymbUV,17857328674044051,_castilloortiz,2016-05-15 05:33:13,@__cassc lets go one time?!?,,__cassc 
212,BFXchdymbUV,17857443973044051,partylikenorms,2016-05-18 21:00:56,This is awesome :),,
213,BFXchdymbUV,17859530035044051,phillyflyboy,2016-07-19 15:11:01,☝,,
214,BFXchdymbUV,17859778897044051,dominickibarr,2016-07-25 19:36:21,@tweak_tripper  AMFs All night bro on me. Let's celebrate my 21st in the most epic way.,,tweak_tripper AMFs 
215,BFZ3vCkGbaA,17847608485115088,djaekaye,2016-05-14 22:53:03,👌,,
216,BFsQ7OqmbRV,17858020018009524,nick.t.bolen,2016-05-22 02:00:19,Is that #indianajones 😂😂😂,indianajones ,
217,BFsQ7OqmbRV,17858020336009524,lilysirenguyen,2016-05-22 02:18:21,😂,,
218,BFsQ7OqmbRV,17858020348009524,lilysirenguyen,2016-05-22 02:18:47,These are getting good lol,,
219,BFsQ7OqmbRV,17858020372009524,mister_sheen,2016-05-22 02:20:21,@meatboyyy,,meatboyyy 
220,BFsQ7OqmbRV,17858020927009524,_jenny._k,2016-05-22 02:44:50,Me @kingbunny43 @roxannemoua @christy_romero,,kingbunny43 roxannemoua christy_romero 
221,BFsQ7OqmbRV,17858039614009524,yy_dido,2016-05-22 17:54:18,😄😺,,
222,BFsQ7OqmbRV,17871264295034771,izzyd2b,2017-02-09 23:13:20,@jpulido89p @thatratchet_zamora @arellanoyael,,jpulido89p thatratchet_zamora arellanoyael 
223,BFs8p3MGbXO,17847805570123221,deejayflo_b,2016-05-23 06:30:41,👌 👌 👌 🔥,,
224,BFzcfGsmbXR,17847774964108864,deziah21,2016-05-24 20:44:08,Awesome,,
225,BFzcfGsmbXR,17847882676108864,claria.___,2016-05-28 13:26:40,@mimi.__,,mimi.__ 
226,BFzcfGsmbXR,17847889063108864,mimi.__,2016-05-28 17:27:51,Such a great night!!! Thank for the tag @claria__1 😘😘,,claria__1 
227,BFzcfGsmbXR,17847889606108864,thegrandnightclub,2016-05-28 17:46:41,@mimi.__ come back and visit us soon 😘,,mimi.__ 
228,BF48mzjmbaR,17857508047040031,thegrandnightclub,2016-05-27 02:01:10,@mariaj120 I 👀 you 😉💃🏽,,mariaj120 
229,BF48mzjmbaR,17857512268040031,muneca408,2016-05-27 05:48:20,@mvl408,,mvl408 
230,BF48mzjmbaR,17857545043040031,m_ria120,2016-05-28 08:37:42,@thegrandnightclub whoooo? Meeee?? 💃💃💃♥️👯🙈 haha,,thegrandnightclub 
231,BF7uvV9mbW8,17859106957052618,mr_mda_,2016-05-28 02:15:01,@futureadult,,futureadult 
232,BF7uvV9mbW8,17859107449052618,futureadult,2016-05-28 02:35:33,ITS ME!!!!!!! @killacush @mr_mda_,,killacush mr_mda_ 
233,BF-WAEWmbVf,17847984055106856,uproarapp,2016-05-30 02:01:26,👏,,
234,BF-WAEWmbVf,17848274554106856,untzsf,2016-06-08 10:37:41,⭐💖✨,,
235,BF-WAEWmbVf,17848303900106856,djr_wan,2016-06-09 05:03:46,Nice!,,
236,BF-snrZmbRh,17847979198097253,torininetails,2016-05-29 05:39:58,@cottoncandycoral  you sho kyoote!,,cottoncandycoral you 
237,BF-snrZmbRh,17848006819097253,uproarapp,2016-05-30 01:51:40,It is just about right!,,
238,BGIhXJLmbbQ,17858669176048652,erickmarano,2016-06-02 01:52:35,😄,,
239,BGIhXJLmbbQ,17858669242048652,nikomaple,2016-06-02 01:55:28,Nice!,,
240,BGIhXJLmbbQ,17858671615048652,leianasantiago,2016-06-02 03:23:10,WHAT!!!!,,
241,BGKwAcTGbTN,17857624471055367,myvanslooklikevans,2016-06-02 22:07:36,Whats the secret to your awesome posts @mfthemadvillain would like to know,,mfthemadvillain 
242,BGKwAcTGbTN,17857652986055367,djr_wan,2016-06-03 20:08:43,Brilliant,,
243,BGKwAcTGbTN,17857697905055367,untzsf,2016-06-05 07:30:55,💛💗💚,,
244,BGODL4bGbcQ,17857986697005066,grubstakesf,2016-06-04 04:50:52,Looks good!!,,
245,BGODL4bGbcQ,17858133517005066,hsrecruitingplug,2016-06-08 21:16:46,awesome!,,
246,BGODL4bGbcQ,17864290909005066,mylonandez,2016-10-09 02:31:12,🙌,,
247,BGPpjo0mbSi,17852452648066560,movitchell,2016-06-04 20:02:04,👏,,
248,BGPpjo0mbSi,17852452849066560,therealfrostie,2016-06-04 20:06:58,That's whats up! 💯,,
249,BGPpjo0mbSi,17852452900066560,thefuriesmaycome,2016-06-04 20:09:08,😎,,
250,BGPpjo0mbSi,17852454523066560,thatsjeremy,2016-06-04 21:11:27,It's going up  all the way up @thegrandnightclub,,all thegrandnightclub 
251,BGPpjo0mbSi,17852454793066560,p_gibs,2016-06-04 21:19:10,@pierrearmani,,pierrearmani 
252,BGPpjo0mbSi,17852465497066560,mightymulder,2016-06-05 04:10:47,Btw @machinegunkelly has fallen the fuck off thanks to the rap god @Eminem,,machinegunkelly Eminem 
253,BGPpjo0mbSi,17852474692066560,kirstenraee,2016-06-05 12:38:49,@yvettenakamotodesigns I want go,,yvettenakamotodesigns 
254,BGPpjo0mbSi,17852481214066560,dillonvapes,2016-06-05 16:42:02,@mightymulder they are completely different rappers with different styles,,mightymulder 
255,BGPpjo0mbSi,17852491036066560,mightymulder,2016-06-05 22:22:50,@dillonsmoke of course they are  I just hate how he did that to a 16 year old is all. I loved the fuck out of his music until that. How disgusting can you get.,,dillonsmoke I 
256,BGPpjo0mbSi,17853378238066560,bubblesnblast,2016-07-02 05:46:48,Very nice :),,
257,BGRA2dyGbe5,17856315652032521,cottoncandycoral,2016-06-05 10:52:51,#spidermonkey,spidermonkey ,
258,BGRBDH6GbfU,17848059313126041,cottoncandycoral,2016-06-05 10:53:36,@kayleahstar,,kayleahstar 
259,BGRBDH6GbfU,17848059328126041,kayleahstar,2016-06-05 10:54:26,Wow I wanna go wit u next time,,
260,BGRBDH6GbfU,17848097380126041,djmomix,2016-06-06 17:01:26,@thegrandnightclub where can we see the pics from that night?,,thegrandnightclub 
261,BGU9qm-mbTL,17848281571121110,itskashjordan,2016-06-07 19:19:48,I like what I see 🔥,,
262,BGVHzDGGbcR,17848252972111904,aleamazas,2016-06-07 02:34:59,Oy friend! Do you wanna increase your profile? Then you should go to this website ➡️ Gᴇᴛɪɴsᴛᴀғᴏʟʟᴏᴡᴇʀs•ᴏʀɢ to obtain 1000 friends daily! 😙,,
263,BGVHzDGGbcR,17848267972111904,sofia.zhuk,2016-06-07 15:43:35,Nice shot! Your page is pretty cool. You should peep this site ➡️ Getlnstafollowers•org to gain 10K+ likes on your IG everyday! 😇,,
264,BGVHzDGGbcR,17848294177111904,tika_leko,2016-06-08 12:04:43,Awesome pic! Your IG is pretty dope. You should look at this website ➡️➡️ lgramslike.com to recieve hundreds follows on your page every single day! 😂,,
265,BGXk7iaGbZU,17857493635030615,hosttravel,2016-06-08 08:00:12,Nice!,,
266,BGXk7iaGbZU,17857566322030615,dylansesco,2016-06-10 14:23:38,🔥,,
267,BGXw6R8GbSr,17858012761023318,emceeringo,2016-06-07 23:55:31,Nice!!,,
268,BGXw6R8GbSr,17858012785023318,keeniakolada,2016-06-07 23:57:19,Will there be tix at the door?!,,
269,BGXw6R8GbSr,17858015134023318,thegrandnightclub,2016-06-08 01:55:56,@keeniakolada yes!,,keeniakolada 
270,BGXw6R8GbSr,17858017819023318,cjbruhh,2016-06-08 04:04:55,is there a dress code? and can you wear hats??,,
271,BGXw6R8GbSr,17858019031023318,thegrandnightclub,2016-06-08 05:23:14,@cjbruhh no hats allowed,,cjbruhh 
272,BGXw6R8GbSr,17858019055023318,thegrandnightclub,2016-06-08 05:24:05,@keeniakolada yes tickets will be available at the door,,keeniakolada 
273,BGXw6R8GbSr,17858021233023318,minyarmusic,2016-06-08 07:39:01,🔥 🔥 🔥,,
274,BGXw6R8GbSr,17858023219023318,ashley_mahecha,2016-06-08 10:19:15,Nice picture! Your page is pretty cool. You should go to this website ➡️ lgramsIike•com to gain thousands follows on your profile every single day! 😐,,
275,BGXw6R8GbSr,17858026441023318,sdyakowska,2016-06-08 13:25:18,Ello friend! Go to ɪɢʀᴀᴍsʟɪᴋᴇ•ᴄᴏᴍ ⬅️⬅️⬅️ to get 200 likes on your profile daily! It's sweet! 🤔,,
276,BGXw6R8GbSr,17858038060023318,simplybutterfly_08,2016-06-08 21:07:57,Hello fellow instagrammer! Go to GetlnstafoIlowers•org ⬅️⬅️⬅️⬅️ to obtain 500 likes on your insta every single day! It's awesome! 🤗,,
277,BGYphpRmbaG,17859432022012919,repty_paidro,2016-06-09 03:23:22,Who did photography for this event . I'm looking for my photos from this night,,
278,BGh1vvkGbe7,17849076679072118,grubstakesf,2016-06-11 21:11:02,Fun!!,,
279,BGh1vvkGbe7,17849125915072118,nathaliasprata,2016-06-13 13:08:55,Gᴇᴛɪɴsᴛᴀғᴏʟʟᴏᴡᴇʀs.ᴏʀɢ is the most prime way to get 500 new fans! What are you waiting for? Visit today! 😘😝,,
280,BGpfSpaGbQm,17849158729076691,mmarvenn,2016-06-15 22:51:50,Hi friend! Do you wanna increase your insta? Then you should check this url ➡️➡️ ɪɢʀᴀᴍsʟɪᴋᴇ•ᴄᴏᴍ to obtain 10K+ friends daily! 😍,,
281,BGxfgnHGbd7,17848706785092288,djr_wan,2016-06-28 04:30:21,wow! 👍,,
282,BGxkfavmbaA,17862119671059281,untzsf,2016-06-18 17:43:33,⭐💖✨,,
283,BGxkfavmbaA,17863350370059281,pisce_experience,2016-07-22 16:01:54,I'm diggin' it💪!,,
284,BG7ozrUGbaQ,17867715859053167,jessyca.countz,2016-12-11 08:39:40,Applied,,
285,BG-gjH_mbT7,17857535452028510,danatchef,2016-06-23 01:02:26,Pretty!,,
286,BG-gjH_mbT7,17857541014028510,deliriumbarsf,2016-06-23 04:09:45,👍👍👍,,
287,BG-gjH_mbT7,17857542589028510,sierraaaeva,2016-06-23 05:28:24,@gggina_marieee 👭#sistahhh,,gggina_marieee 
288,BHVQIEFgEl0,17849704336074075,sf_native415,2016-07-01 21:45:41,@_sparkle_415 @lorriebrier @friscolu @samanthalunt @itskimpossibly @raymoney415,,_sparkle_415 lorriebrier friscolu samanthalunt itskimpossibly raymoney415 
289,BHVQIEFgEl0,17849708728074075,thegrandnightclub,2016-07-02 01:16:39,Congratulations @sf_native415 you have won a VIP Package with a complimentary champagne. Please text us at 415.636.0029 to confirm your table 🙂🍾🎉,,sf_native415 
290,BHVQIEFgEl0,17849708917074075,thegrandnightclub,2016-07-02 01:24:49,@sf_native415 also please confirm by 8pm tonight,,sf_native415 
291,BHkmUhDg3J9,17860731277054838,sailawaymina,2016-08-13 00:47:10,@chasiingpavements,,chasiingpavements 
292,BHnRc86ApND,17859088114012921,shaunryken,2016-07-08 21:02:38,❤,,
293,BHnRc86ApND,17859396274012921,olga_curiel_,2016-07-17 01:26:43,Can we go here Friday?? @_.lyssa._ @kel5s,,_.lyssa._ kel5s 
294,BHnRc86ApND,17859396298012921,_.lyssa408._,2016-07-17 01:27:51,Let's celebrate your birthday there! @olga_curiel_,,olga_curiel_ 
295,BHnRc86ApND,17859396322012921,olga_curiel_,2016-07-17 01:28:38,Yes I'm so down ..I been wanting to go here @_.lyssa._,,_.lyssa._ 
296,BH0DuFIAxN4,17849241448125899,nastimusiq,2016-07-14 10:16:12,Ayy @thegrandnightclub you have a dope IG!,,thegrandnightclub 
297,BH0DuFIAxN4,17849242012125899,venue.insider,2016-07-14 10:50:31,Amazing post,,
298,BH0DuFIAxN4,17849299540125899,wearenakd,2016-07-16 03:58:06,This is cool :),,
299,BH3RLARgp2q,17858721517051987,salvadorianlove_,2016-07-15 14:02:37,@bennyluchiano,,bennyluchiano 
300,BH3RLARgp2q,17858721985051987,salvadorianlove_,2016-07-15 14:21:02,@_love_cures_all_,,_love_cures_all_ 
301,BH5PSjzgH3F,17858285503027160,sierraaaeva,2016-07-15 20:07:29,Yeeeeeesssss🙌,,
302,BH5PSjzgH3F,17858286058027160,lilysirenguyen,2016-07-15 20:26:56,Hahaha,,
303,BH5PSjzgH3F,17858287426027160,imgabrielangel,2016-07-15 21:19:31,Very nice pic!,,
304,BH5PSjzgH3F,17858287897027160,ssjennss,2016-07-15 21:30:13,😭😂😂😂😂,,
305,BH5PSjzgH3F,17858288716027160,monaa_k,2016-07-15 22:03:59,😂😂😂,,
306,BH70w5HgwWc,17849360080090409,illuminated_apparel,2016-07-16 20:25:54,👍,,
307,BIDlf14gG4Y,17849515069122756,chavalo408,2016-07-19 20:16:09,@abcramirez25 @jocy1408 @iamfrank1987 @ryeyin27 @dree_dayy10 @alex_thelion12,,abcramirez25 jocy1408 iamfrank1987 ryeyin27 dree_dayy10 alex_thelion12 
308,BIDlf14gG4Y,17849515195122756,1stavenuemedia,2016-07-19 20:21:48,can I like it 2 times?,,
309,BIDlf14gG4Y,17849516044122756,salvadorianlove_,2016-07-19 20:43:43,Aaaahhhhhhhhh!! Omg OMG! @leya_love_ @_miss_gonzalez,,leya_love_ _miss_gonzalez 
310,BIDlf14gG4Y,17849516053122756,salvadorianlove_,2016-07-19 20:43:59,@noeypena0221 we out!,,noeypena0221 
311,BIDlf14gG4Y,17849516308122756,_miss_gonzalez,2016-07-19 20:52:47,Girl I'm still cruda from last weekend lmao @salvadorianlove_,,salvadorianlove_ 
312,BIDlf14gG4Y,17849516767122756,salvadorianlove_,2016-07-19 21:09:56,No way! Seriously! Ighhhhhh! It was a terrible hangover @_miss_gonzalez,,_miss_gonzalez 
313,BIDlf14gG4Y,17849518423122756,elbizzaro,2016-07-19 22:02:39,@lilfob lol,,lilfob 
314,BIDlf14gG4Y,17849527603122756,lilfob,2016-07-20 04:14:26,@elbizzaro lolllll @dangerang,,elbizzaro dangerang 
315,BIDlf14gG4Y,17849546659122756,elenifk,2016-07-20 18:31:43,@yanz_mm @serenaph54,,yanz_mm serenaph54 
316,BIDlf14gG4Y,17849712040122756,love_03_lena,2016-07-25 02:43:15,@iamque  we are going to this ... Me @bucketz_84  @_nezzi_  if you can make it get on the guest list ! 💃,,iamque we bucketz_84 @_nezzi_ if 
317,BID-dOfgx8O,17858746483021919,officiallourawz,2016-07-21 00:29:52,Salute,,
318,BIENOFHgK8R,17849496703084072,kortilla1,2016-07-20 02:21:51,or something up your skirt 😂,,
319,BIENOFHgK8R,17849497087084072,ssjennss,2016-07-20 02:41:59,@kortilla1 😂😂😂😂,,kortilla1 
320,BIENOFHgK8R,17849558620084072,thegrandnightclub,2016-07-21 19:23:10,😂😂😂 @kortilla1,,kortilla1 
321,BIENOFHgK8R,17849787778084072,dq_travelking,2016-07-27 18:22:55,Be out there in Nov DM me tables prices please when u get a chance,,
